Hymn_No,Tulu,English,Number,Author,Kannada Category,English Category,Last Num
11,"1. ಲೋಕದ ಪ್ರಯಾಸೊಳೆಡ್\nದೇವವಾಕ್ ಸ್ಥಿರನೇ!\nನಿನ ಮಾತ ಮಾರ್ಗೊಳೆಡ್\nನಿನನ್ನಡಪುಡುವೆ.\nನಡಪಾವೆ, ನಡಪಾವೆ,\nನಡಪಾವೆ ನಿನನೇ,\nನಿನ ಮಾತ ಮಾರ್ಗೊಳೆಡ್\nನಿನನ್ನಡಪುಡುವೆ.\n\n2. ಈ ಪ್ರಪಂಚಶೋಧನೆಡ್\nನಿಕ್ಕ್ ಧೈರ್ಯ ಕಡಮೆ\nಆಂಡ ನಂಬು, ಸರ್ವದೆಟ್\nನಿನನ್ನಡಪುಡುವೆ.\nನಡಪಾವೆ-\n\n3. ಲೋಕದಾಶೆ ವ್ಯರ್ಥಾದುಂಡು,\nಮುಗಿಯುಂಡು ಸಾವುಡೇ;\nದೇವವಾಕ್ಕಾ ಒರಿಯುಂಡು,\nನಿನನ್ನಡಪುಡುವೆ.\nನಡಪಾವೆ-\n\n4. ಸೈಪಿ ದಿನ ಬರ್ಪಿನೆನ್\nಎಣ್ಣ್, ನಿನ ರಕ್ಷಣೆ\nನಾಡ್ಲ! ನಂಬು ದೇವೆರೆನ್!\nನಿನನ್ನಡಪುಡುವೆ.\nನಡಪಾವೆ-","1. Lökadha prayaasoledú\nDhëvavaakú sthiranë!\nNina maatha maargoledú\nNinannadapuduve.\nNadapaave, nadapaave,\nNadapaave ninanë.\nNina maatha maargoledú\nNinannadapuduve.\n\n2. Yee prapanchashödhanedú\nNikkú dhairya kadame\nAanda nambu, sarvadhetú\nNinannadapuduve.\nNadapaave..............\n\n3. Lökadhaashe vyarthaadhundu,\nMugiyundu saavudë;\nDhëvavaakkaa oriyundu,\nNinannadapuduve.\nNadapaave..........\n\n4. Saipi dhina barpinenú\nYeññú nina rakshañe\nNaadla! nambu Dhëverenú!\nNinannadapuduve.\nNadapaave......","311,232",A. MÃ¤nner,tulu,Adoration of God,TypedValues.TYPE_TARGET
12,"1. ಯೆನನ್ ನಡಪಾಲ,\nಓ ದೇವೆರೇ!\nಮೂಳುಪ್ಪುನಾತ್ ಕಾಲ\nತೀರುನೆಂಗೆ!\nಈ ದಾಂತೆ ಪೋಂಡ, ತಪ್ಪು\nಯೆನಜೆನೇ;\nಕೈ ತಾಂಗ್ ಯೆಂಕ್ ತಿಕ್ಕು\nನಿನೈಕ್ಯೊಡೇ.\n\n2. ಸಂತೋಷ\u200c ಕಷ್ಟೊಳೆಡ್,\nಓ ನಾಯಕಾ!\nಈ ಭೂಪ್ರಯಾಣೊಳೆಡ್\nಕೈ ಬುಡಡ!\nಈ ಮದೆ ಸೇರು ಕೋಟೆ.\nಯಾನ್ನಿನಡೇ\nಆಶ್ರಯ ದೆತ್ತೊಣ್ದುಳ್ಳೆ\nವಿಶ್ವಾಸೊಡೇ.\n\n3. ಸಹಾಯದ ಗೋಚಾರ\nಇಜ್ಜಾಂಡಲಾ.\nವಾಗ್ದಾನದ ಪ್ರಕಾರ\nಈ ಮಳ್ಪುವ.\nಕೈ ಪತ್ತ್ ನಡಪಾಲ!\nಯಾನಂದಗೆ.\nಸುಭಾಗ್ಯೊಗೇ ಸೇರಾಲ!\nಯೆನಂತ್ಯೊಡೇ!","1. Yenanú nadapaala,\nÖ Dhëverë!\nMooluppunaathú kaala\nTheerunenge!\nYee dhaanthe pönda, thappu\nYenajenë;\nKai thaangú yenkú thikku\nNinaikyodë.\n\n2. Santhö$ha ka$htoledú\nÖ naayakaa!\nYee bhooprayaañoledú\nKai budada!\nYee madhe sëru köte,\nYaanninadë\nAashraya dhetthoñdhullé\nVishwaasodë.\n\n3. Sahaayadha göchaara\nYijjaandalaa,\nVaagdhaanadha prakaara\nYee malpuva,\nKai patthú nadapaala!\nYaanandhage.\nSubhaagyogë sëraala\nYenanthyodë!",257,A. MÃ¤nner,tulu,Adoration of God,TypedValues.TYPE_TARGET
13,"1. ಕರ್ತವಾ! ನಿನ ವಾಕ್ಯೊನು\nಪರ್ಬಾದ್ ನಿತ್ಯ ಒರಿಪು!\nಈ ನಿನ ಮಗ ವೈರಿಳೆ\nತಂತ್ರೊನು ಪೊಲ್ಪು, ದೇವೆರೇ!\n\n2. ಸರ್ವಾಧಿಕಾರ ನಿನ್ನವೇ;\nತೋಜಾಲ ಐನ್ ಲೋಕೊಡೇ.\nಸತ್\u200dಕ್ರೈಸ್ತ ಸಭೆ ಒರ್ಮೆಲಾ\nಹೆಚ್ಚಾಲ, ಪ್ರಿಯ ಕರ್ತವಾ!\n\n3. ಓ ಆತ್ಮಾ, ನಿನ ಐಕ್ಯೊಡು\nಪವಿತ್ರ ಸಭೆ ದೀವೊಣು\nಈ ಎಕ್ಕ್ ತೆಕ್ಕು ಕಾಲೊಡು\nದಾಂಟಾದ್ ಔಳು ಸೇರಾವು.\n\n4. ಚಾಂಡಾಲ ಯುಕ್ತಿ ತಂತ್ರೊನು\nಈ ಪೊಲ್ತು ಗೆತ್ತ್ ಪಾಡೊಡು;\nಪೂರೈಸುಜಿ ಯೆನ್ನಾತೆಗೇ,\nಕೈ ಕೊರ್ಲ! ನಿನ ಜನೊಕೇ.\n\n5. ಈ ಉಳ್ಳ, ಉಂದೇ ನಂಬುವ;\nಈ ನಿನ ವೈರಿಳೆಗ್\u200dಲಾ\nತೋಜಾಲ ನಿನ ತ್ರಾಣೊನು;\nಸರ್ವಾಧಿಕಾರಿ, ರಕ್ಷಿಪು!","1. Karthavaa! nina vaakyonu\nParbaadhú nithya oripu!\nYee nina maga vairile\nThanthronu polpu, Dhëverë!\n\n2. Sarvaadhikaara ninnavë;\nThöjaala ainú lökodë.\nSathkraistha sabhe ormelaa\nHechchaala, priya Karthavaa!\n\n3. Ö Aathmaa, nina aikyodu\nPavithra sabhe dheevoñu\nYee yekkú thekku kaalodu\nDhaantaadhú aulu sëraavu.\n\n4. Chaandaala yukthi thanthronu\nYee polthu getthú paadodu;\nPooraisuji yennaathegë,\nKai korla! nina janokë.\n\n5. Yee ulla, undhë nambuva;\nYee nina vairilegúlaa\nThöjaala nina thraañonu;\nSarvaadhikaari, rakshipu!",35,A. MÃ¤nner,tulu,Adoration of God,TypedValues.TYPE_TARGET
14,"1. ಯೇಸುಪಾದದಳ್ಪ\nಯಾನ್ ಕುಳ್ಳುವೆ.\nಜಾಣೆ ಆಪಿಲೆಕ್ಕ\nಆಯ ಬೋಧನೆ\nಸೂಕ್ಷ್ಮ ಆದ್ ಕೇಣುವೆ,\nಯಾನ್ ಆಯ ಶಿಷ್ಯೆನೇ,\nಯೇಸುಪಾದದಳ್ಪ\nಯೆಂಕ್ ಸುಖನೇ,\nಔಳು ಸೂಕ್ಷ್ಮ ಆದ್\nಕೇಂಡ್ದ್ ಕಲ್ಪುವೆ.\n\n2. ಯೇಸುಪಾದದಳ್ಪ\nಯಾನ್ ನಟ್ಟುವೆ;\nಮಾತ ದಿವ್ಯ ದಾನ,\nಯೆನ ಯೇಸುಡ್ದೇ.\nಎಡ್ಡೆ ಕ್ರಿಯೆ ಮಳ್ಪೆರೆ\nತ್ರಾಣ ಶಕ್ತಿ ಹೊಂದುವೆ.\nಯೇಸುಪಾದ-\n\n3. ಯೇಸುಪಾದದಳ್ಪ\nಯೆಂಕ್ ನಿತ್ಯಲಾ\nದಿವ್ಯ ಆಶೀರ್ವಾದ \nವಸರುಂಡತ್ತಾ?\nಆಯಡೊಪ್ಪ ಸುಖೊಟೇ\nಯಾನ್ ನಡತೊಣುವೆ.\nಯೇಸುಪಾದ-","1. Yësupaadhadhalpa\nYaanú kulluvé.\nJaañe aapilekka\nAaya bödhane\nSookshma aadhú këñuvé,\nYaanú aaya shi$hyenë,\nYësupaadhadhalpa\nYenkú sukhanë,\nAulu sookshma aadhú\nKëñd-dhú kalpuvé.\n\n2. Yësupaadhadhalpa\nYaanú nattuvé;\nMaatha dhivya dhaana,\nYena Yësud-dhë,\nYedde kriya malpere\nThraaña shakthi hondhuvé,\nYësupaadha..........\n\n3. Yësupaadhadhalpa\nYenkú nithyalaa\nDhivya aasheervaadha\nVasarundatthaa?\nAayadoppa sukhotë\nYaanú nadathoñuvé.\nYësupaadha......",218,A. MÃ¤nner,tulu,Adoration of God,TypedValues.TYPE_TARGET
15,"ನಿನ ದುಂಬು ಕೂಡ್ದಿನಾಕುಳಾದ್\nಸೈತ್ ಲಕ್ಕಿ ಕರ್ತವಾ!\nನಿನ ಶ್ರಮೆಳೆಡ್ದ್ ಒಂಜೇ ಆದ್,\nನಿನ ಸೇವೆಗೊಪ್ಯೊಂಡ.\nಇತ್ತೆ ಮಳ್ಪು ಬಡ ಸ್ತುತಿ ಸ್ತೋತ್ರ\nನಿಕ್ಕ್ ಮೆಚ್ಚುಂಡು ಇನ್ಪಿನೆಕಾದ್ರ\nನಿನ ಆಮೆನ್ ಕೂಡಾಲ,\nದಯ ದೀಲ, ಕರ್ತವಾ!","Nina dhumbu kooddhinaakulaadhú\nSaithú lakki Karthavaa!\nNina shrameled-dhú onjë aadhú\nNina sëvegopyonda.\nYitthe malpu bada sthuthi sthöthra\nNikkú mechchundu yinpinekaadhra\nNina aamen koodaala,\nDhaya dheela, Karthavaa!",166,A. MÃ¤nner,tulu,Adoration of God,TypedValues.TYPE_TARGET
16,"ವಿಶ್ವಾಸ ಪುಟ್ಟುನೆಕ್\nಯೆಂಕುಳೆ ಪ್ರಾರ್ಥನೆಗ್,\nನಿನಾಮೆನ್, ಕರ್ತವಾ,\nಕೂಡಾಲ! ನಿನ ದಯ\nವೈಕಾಂಡಲಾ ಆಶ್ರಯ\nಆದುಂಡು ಆಮೆನ್, ನಿಶ್ಚಯ!","Vishwaasa puttunekú\nYenkule praarthanegú\nNinaamen, Karthavaa,\nKoodaala! nina dhaya\nVaikaandalaa aashraya\nAadhundu aamen, nishchaya!",61,A. MÃ¤nner,tulu,Tulu,TypedValues.TYPE_TARGET
17,"ಯೇಸು ಮಾತ ಆಶೀರ್ವಾದ\nದಯ ಮಳ್ಪುವೆ;\nಮಾತ ಗೋತ್ರಾ, ಸ್ತುತಿ ಸ್ತೋತ್ರ\nಕೊರ್ಲೆ ಹರ್ಷೊಡೇ!\nಆಯೆ ನಮ ರಕ್ಷಕೆ,\nಯೇಪಲಾ ಕೊಂಡಾಡುಲೆ!\nಹಲ್ಲೆಲೂಯ! ಹಲ್ಲೆಲೂಯ!\nಕ್ರಿಸ್ತೆ ಆಳುವೆ.","Yësu maatha aasheervaadha\nDhaya malpuve;\nMaatha göthraa, sthuthi sthöthra\nKorle har$hodë!\nAaye nama Rakshake,\nYëpalaa kondaadule!\nHallelooya! hallelooya!\nKristhe aaluve.\n",190,A. MÃ¤nner,tulu,Tulu,TypedValues.TYPE_TARGET
18,"ಅಜಂತ ಜೀವರಾಶಿಳೇ,\nಅಜಂತ ದೂತಸೈನ್ಯೊಳೇ,\nಶ್ರೀ ಅಮ್ಮೆ ಮಗೆ ಆತ್ಮಗೇ\nಸಾಷ್ಟಾಂಗ ಸೇವೆ ಮಳ್ಪುಲೆ!","Ajantha jeevaraashilë,\nAjantha dhoothasainyolë,\nShree Amme Mage Aathmagë\nSaa$htaanga sëve malpule.\n",35,T. Furtado,tulu,Tulu,TypedValues.TYPE_TARGET
19,"ನಮ ಕರ್ತು ಯೇಸು ಕ್ರಿಸ್ತನವು ದಯಲಾ,\nದೇವೆರೆ ಪ್ರೀತಿಲಾ,\nಪರಿಶುದ್ಧಾತ್ಮನವು ಐಕ್ಯಲಾ\nನಮ ಮಾತೆರೆಡೊಪ್ಪ ಉಪ್ಪಡ್!\nಆಮೆನ್!","Nama Karthu Yësu Kristhanavu dhayalaa,\nDhëvere preethilaa,\nParishuddhaathmanavu aikyalaa\nNama maatheredoppa uppadú\nAamen!\n","200,240",G. Camerer,tulu,Tulu,TypedValues.TYPE_TARGET
20,"1. ದೇವೆರೆನ ಎಡ್ಡೆತನ\nತೂನಗ ಕೊಂಡಾಡೊಡ್ಚಾ ?\nಅಮ್ಮಲೆಕ್ಕ ತನ ಜನ\nನಡಪುಡುವೆ ಅತ್ತಾ?\nಪೂರ್ತಿ ಪ್ರೀತಿ, ಪೂರ್ತಿ ದಯ\nಇನಿ ಮುಟ್ಟ ತೋಜಾಯೆ;\nಭಕ್ತೆರೆನ್ ಕಾಪುವೆ;\nಆಯೆ ಆಕುಳೆಗಾಶ್ರಯ.\nಮಾತಲಾ ತತ್ಕಾಲೊಗು,\nದೇವಪ್ರೀತಿ ನಿತ್ಯೊಗು!\n\n2. ಆಯೆ, ಮಲ್ಲ ಪ್ರೀತಿಗಾದ್\nಯೆಂಕ್ ತನ ಮಗನೇ\nಕೊರ್ತೆ; ಆಯೆ ಪುಣೆ ಆದ್\nಪರಿಹಾರ ಮಳ್ತ್ ದೆ.\nತನ ಯಜ್ಞದ ಮುಖಾಂತ್ರ\nನಿತ್ಯ ತೂನು ತೆಕ್ಕಾಯೆ.\nದೇವಪ್ರೀತಿ ದಯನೇ\nಪಾಪಿಜಾತಿಗ್ ನಿರಂತ್ರ!\nಮಾತಲಾ ತತ್ಕಾಲೊಗು,\nದೇವಪ್ರೀತಿ ನಿತ್ಯೊಗು!\n\n3. ಆಯೆ ಯೆನ ಆತ್ಮೊಗಾದ್\nಎಡ್ಡೆ ಚಿಂತೆ ಮಳ್ಪುವೆ;\nಐತ ಸುಖೊಕು ಬೋಡಾದ್\nದಿವ್ಯ ದಾನ ಪಟ್ಟುವೆ.\nಯೆನ ಬುದ್ಧಿಡೇ ಉಪಾಯ\nಗೊಂತುದಾಂತೆ ಪೋನಗ,\nಪರಿಶುದ್ಧ ಆತ್ಮೆನೇ\nಯೆಂಕ್ ಮಳ್ಪುವೆ ಸಹಾಯ.\nಮಾತಲಾ ತತ್ಕಾಲೊಗು,\nದೇವಪ್ರೀತಿ ನಿತ್ಯೊಗು!\n\n4. ಭೂಮ್ಯಾಕಾಶದವು ಮಾತ\nಸೈನ್ಯ ಯಾನ್ ತೂನಗ,\nಯೆಂಕ್ ಸ್ವಾಮಿ ದಿವ್ಯ ಪಾದ\nತೋಜೊಣ್ದುಂಡು ಒರ್ಮೆಲಾ.\nಆಯೆ ಯೆನ ಸೇವೆಗಾದ್\nಮಾತ ಸೃಷ್ಟಿರಾಶಿಳು\nದೀತೆ; ಯೆನ ಜೀವೊಗು\nಸರ್ವ ಕೊರ್ಪೆ ನಿಶ್ಚಯಾದ್.\nಮಾತಲಾ ತತ್ಕಾಲೊಗು,\nದೇವಪ್ರೀತಿ ನಿತ್ಯೊಗು!\n\n5. ಅಮ್ಮಾ! ನಿನ ಎಡ್ಡೆತನ\nಮಿತಿಮೀರ ನಿಶ್ಚಯ!\nನಿಕ್ಕ್ ತಕ್ಕ ಇತ್ತಿ ಘನ \nಉಂದೆಕಾದ್ ದೆತ್ತೊಣ್ಲ!\nಯಾನ್ ಮೂಳು ತೀರುನಾತ್,\nಯೆನ ಜೀವ ಪೋನೆಂಗೆ,\nಔಳು ನಿಕ್ಕ್ ಬುಡಂದೆ\nಸೇವೆ ಮಳ್ಪೆ. ಪೂರ್ತಿ ಆದ್\nನಿನ ದಯ ನಾಡುವೆ,\nಪ್ರಾಣಪ್ರಿಯ ದೇವೆರೇ!","1. Dhëverena yeddethana\nThoonaga kondaadodchaa?\nAmmalekka thana jana\nNadapuduve atthaa?\nPoorthi preethi, poorthi dhaya\nYini mutta thöjaaye;\nBhaktherenú kaapuve;\nAaye aakulegaashraya.\nMaathalaa thathkaalogu,\nDhëvapreethi nithyogu!\n\n2. Aaye, malla preethigaadhú\nYenkú thana maganë\nKorthe; aaye puñe aadhú\nParihaara malthúdhe.\nThana yajnadha mukhaanthra\nNithya thoonu thekkaaye,\nDhëvapreethi dhayanë\nPaapijaathigú niranthra!\nMaathalaa thathkaalogu,\nDhëvapreethi nithyogu!\n\n3. Aaye yena aathmogaadhú\nYedde chinthe malpuve;\nAitha sukhoku bödaadhú\nDhivya dhaana pattuve.\nYena buddhidë upaaya\nGonthudhaanthe pönaga,\nParishuddha Aathmenë\nYenkú malpuve sahaaya.\nMaathalaa thathkaalogu,\nDhëvapreethi nithyogu!\n\n4. Bhoomyaakaashadhavu maatha\nSainya yaanú thoonaga,\nYenkú Swaami dhivya paadha\nThöjoñdhundu ormelaa.\nAaye yena sëvegaadhú\nMaatha sru$htiraashilu\nDheethe; yena jeevogu\nSarva korpe nishchayaadhú.\nMaathalaa thathkaalogu,\nDhëvapreethi nithyogu.\n\n5. Ammaa! nina yeddethana\nMithimeera nishchaya!\nNikkú thakka yitthi ghana\nUndhekaadhú dhetthoñla!\nYaanú moolu theerunaathú\nYena jeeva pönenge,\nAulu nikkú budandhe,\nSëve malpé. poorthi aadhú\nNina dhaya naaduvé,\nPraañapriya Dhëvarë!\n",182,A. MÃ¤nner,tulu,Tulu,LocationRequestCompat.QUALITY_BALANCED_POWER_ACCURACY
21,"1. ನಿಕ್ಕ್ ಯೆಂಚ ಸ್ತೋತ್ರ, ಸ್ತುತಿ\nಕೊರೊಲಿ, ಓ ಕರ್ತವಾ?\nಐಕ್ ತಕ್ಕ ತ್ರಾಣ, ಬುದ್ಧಿ\nಯೆಂಕ್ ಇಜ್ಜಿ ನಿಶ್ಚಯ!\nನಿನ ಪ್ರೀತಿದ ಐಶ್ವರ್ಯ!\nಅಮ್ಮಾ ಮಾತೆರೆಗಾಶ್ಚರ್ಯ!\nಸಾರ ಸಾರ ಸರ್ತಿಯೇ\nನಿಕ್ಕ್ ಸ್ತೋತ್ರ ಮಳ್ಪುವೆ.\n\n2. ನಿನ ದಯ, ನಿನ ನೀತಿ,\nನಿನ ಸತ್ಯ, ನಂಬಿಗೆ,\nನಿನ ಮಿತಿದಾಂತಿ ಪ್ರೀತಿ\nನಿತ್ಯ ನೆನೆತೊಣುವೆ.\nಯೆನ ಆತ್ಮ, ಯೆನ ಅಂಗ\nನಿನ ದಯತ ಪ್ರಸಂಗ.\nಸಾರ-\n\n3. ತಪ್ಪು, ಪಾಪ, ಮೋಸೊಳೆಡ್,\nಯಾನ್ ಪೂರ್ತಿ ಮುರ್ಕಿಯೆ.\nನಿನ ಕನಿಕರೊಳೆಡ್\nಅತಿ ಹರ್ಷ\u200c\u200c ಮಳ್ಪುವೆ.\nಅಮ್ಮಾ! ನಿನ ಮಲ್ಲ ದಯ\nಯೆನ ಬಲ, ಯೆನ ಜಯ.\nಸಾರ-\n\n4. ಗಡಿ ಮಿತಿದಾಂತಿ ಪ್ರೀತಿ\nಯೆಂಕ್ ಈ ತೋಜಾಯನೇ\nಯೆಲ್ಲಿಡ್ದಿಂಚಿ ಉಂದೇ ರೀತಿ\nಅಲ್\u200dಂಭವ ಮಳ್ತೊಂಡೆ.\nಇನಿ ಮುಟ್ಟ ಈ ಸಹಾಯ\nಮಾತ ಕಷ್ಟೊಳೆಡಾಶ್ರಯ.\nಸಾರ-\n\n5. ಯೆನ ಆತ್ಮದ ಪರೀಕ್ಷೆ\nನಡಪು ಆ ಕಾಲೊಡೇ,\nಒರ ಪ್ರೀತಿ, ಒರ ಶಿಕ್ಷೆ\nಅನುಭವ ಮಳ್ತೊಂಡೆ.\nಯೆನ ವಿದ್ಯಮಾನ ಮಾತ\nನಿನ ದಯತ ಪ್ರಸಾದ.\nಸಾರ-\n\n6. ಅಮ್ಮಾ! ಯೇಸು ಕ್ರಿಸ್ತಗಾದ್\nದಿಂಜ ಪ್ರೀತಿ ಮಳ್ತ್ ದ;\nಯಾನ್ ಬಡ ದಾಸೆ ಆದ್\nಐಕ್ ಯೋಗ್ಯದಾಯೆನಾ?\nಅತ್ತೇ ಅತ್ತ್, ತತ್ತಿನಾಯೆ,\nನೀತಿ ಶೆಟ್ಟಿ ಚಾಕ್ರಿದಾಯೆ;\nಯೆನ ಸ್ತುತಿ ಸ್ತೋತ್ರಲಾ\nಮಡಿ ಅತ್ತ್, ಕರ್ತವಾ!\n\n7. ಪ್ರಿಯ ಅಮ್ಮಾ! ನಿನ ಮೋಕೆ\nನಿತ್ಯ ಅನುಭವಿತೆ.\nನಿನ ದಯ, ನಿನ ಜೋಕೆ,\nಯೇಸೋ! ಸಮ ಪಿಂದೊಂಡೆ.\nಆತ್ಮಾ! ನಿನ ಶುದ್ಧ ಕಾಂತಿ\nಯೆನ ಆತ್ಮದ ವಿಶ್ರಾಂತಿ.\nನಿಕ್ಕ್ ಸ್ತೋತ್ರ ಮಳ್ಪುವೆ,\nಓ ತ್ರಿಯೇಕ ದೇವೆರೇ!","1. Nikkú yencha sthöthra, sthuthi,\nKoroli, Ö Karthavaa?\nAikú thakka thraaña, buddhi\nYenkú yijji nishchaya!\nNina preethidha aishwarya!\nAmmaa, maatheregaashcharya!\nSaara saara sarthiyë\nNikkú sthöthra malpuvé.\n\n2. Nina dhaya, nina neethi,\nNina sathya, nambige,\nNina mithidhaanthi preethi\nNithya nenethoñuvé,\nYena aathma, yena anga\nNina dhayatha prasanga.\nSaara.........\n\n3. Thappu, paapa, mösoledú\nYaanú poorthi murkiyé,\nNina kanikaroledú\nAthi har$ha malpuvé.\nAmmaa! nina malla dhaya\nYena bala, yena jaya.\nSaara.......\n\n4. Gadi mithidhaanthi preethi\nYenkú yee thöjaayanë,\nYellid-dhinchi undhë reethi\nAlúmbhava malthondé.\nYini mutta Yee sahaaya\nMaatha ka$htoledaashraya.\nSaara..........\n\n5. Yena aathmadha pareekshe\nNadapu aa kaalodë,\nOra preethi, ora shikshe\nAnubhava malthondé.\nYena vidhyamaana maatha\nNina dhayatha prasaadha.\nSaara............\n\n6. Ammaa! Yësu Kristhagaadhú\nDhinja preethi malthúdha;\nYaanú bada dhaase aadhú\nAikú yögyadhaayenaa?\nAtthë atthú, thatthinaaye,\nNeethi shetti chaakridhaaye;\nYena sthuthi sthöthralaa\nMadi atthú, Karthavaa!\n\n7. Priya Ammaa! nina möke\nNithya anubhavithé,\nNina dhaya, nina jöke,\nYësö! sama pindhondé.\nAathmaa! nina shuddha kaanthi\nYena aathmadha vishraanthi.\nNikkú sthöthra malpuvé.\nÖ thriyëka Dhëverë!",161,G. Camerer,tulu,Tulu,LocationRequestCompat.QUALITY_BALANCED_POWER_ACCURACY
22,"1. ಕರ್ತವ ಸ್ತೋತ್ರೊನು ಮಳ್ಪು, ಪ್ರಾಣಾ!\nಮರಣ ಮುಟ್ಟ ಮಳ್ಪೇವು!\nಆತ್ಮಲಾ ಕಾಯಲಾ ಆಯ ದಾನ!\nಮಾತಲಾ ಕೊರ್ಪೆ ಜೀವೊಗು.\nಬುಡಂದೆ ಯೆನ ದೇವೆರೇ\nದೆತ್ತೊಣ್ಲ ಸ್ತೋತ್ರ, ಮಹಿಮೆ.\nಹಲ್ಲೆಲೂಯಾ! ಹಲ್ಲೆಲೂಯಾ!\n\n2. ಸ್ಥಿರಾದ್ ಆಯನ್ ನಂಬುನಾಯೆ\nಆತ್ಮ ಸುಭಾಗ್ಯ ಪಡೆಪೆ.\nಸಂಶಯ ಮಳ್ಪಂದೆ ಧೈರ್ಯದಾಯೆ\nಆದುಳ್ಳೆ, ಪೋಡಿಯೊಣುಜೆ.\nವಿಶ್ವಾಸಿಳೆಗ್ ವೈಟ್\u200dಲಾ\nತಿಕ್ಕುಂಡು ದಿವ್ಯ ಸಾಮರ್ಥ್ಯ\u200c.\nಹಲ್ಲೆಲೂಯಾ! ಹಲ್ಲೆಲೂಯಾ!\n\n3. ಸರ್ತದ ಮಾರ್ಗೊಡೆ ಆಯೆ ಪೋಪೆ;\nವಾಗ್ದತ್ತ ಪೂರ್ತಿ ಆತ್\u200dಜಾ?\nಪಣ್\u200dಂಡ ಮಳ್ಪಂದೆ ಯೆಂಚ ಉಪ್ಪೆ?\nಸತ್ಯದ ಸೂರ್ಯೆ ಕಂತುಂಡಾ?\nಧೈರ್ಯಾದ್ ನಂಬುನಾಯನೇ\nಪೊರ್ಲುಡು ನಡಪುಡುವೆ.\nಹಲ್ಲೆಲೂಯಾ! ಹಲ್ಲೆಲೂಯಾ!\n\n4. ಓ ನರಮಾನ್ಯೆರೇ! ನಿತ್ಯ ಘನ\nಸ್ವಾಮಿಗ್ ಕೊರ್ಲೆ ಬುಡಂದೆ!\nಸೃಷ್ಟಿದ ರಾಶಿಲಾ ಆಯ ಮಾನ\nಸಾರಿಯೊಣಡ್ ನಿತ್ಯೊಗೇ!\nಆಮೆನ್, ತ್ರಿಯೇಕ ದೇವೆರೇ,\nಆವಡ್ ನಿಕ್ಕ್ ಮಹಿಮೆ.\nಹಲ್ಲೆಲೂಯಾ! ಹಲ್ಲೆಲೂಯಾ!","1. Karthava sthöthronu malpu, praañaa!\nMaraña mutta malpëvu!\nAathmalaa kaayalaa aayadhaana!\nMaathalaa korpe jeevogu.\nBudandhe yena Dhëverë\nDhetthoñla sthöthra, mahime.\nHallelooyaa! Hallelooyaa!\n\n2. Sthiraadhú aayanú nambunaaye\nAathmasubhaagya padepe.\nSamshaya malpandhe dhairyadhaaye\nAadhulle, pödiyoñuje.\nVishwaasilegú vaitúlaa\nThikkundu dhivya saamarthya.\nHallelooyaa! Hallelooyaa!\n\n3. Sarthadha maargode aaye pöpe;\nVaagdhattha poorthi aathújaa?\nPañúnda malpandhe yencha uppe?\nSathyadha soorye kanthundaa?\nDhairyaadhú nambunaayanë,\nPorludu nadapuduve.\nHallelooyaa! Hallelooyaa!\n\n4. Ö naramaanyerë! nithya ghana\nSwaamigú korle budandhe!\nSru$htidha raashilaa aaya maana\nSaariyoñadú nithyogë!\nAamen, thriyëka Dhëverë,\nAavadú nikkú mahime.\nHallelooyaa! Hallelooyaa!",112,A. MÃ¤nner,tulu,Tulu,LocationRequestCompat.QUALITY_BALANCED_POWER_ACCURACY
